name,store_id,월,화,수,목,금,토,일,영업구분
그린픽 강남역점,1899345959,07:00,07:00,07:00,07:00,07:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),오픈
그린픽 강남역점,1899345959,15:00,15:00,15:00,15:00,15:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),마감
그린픽 강남역점,1899345959,14:30,14:30,14:30,14:30,14:30,정기휴무 (매주 토요일),정기휴무 (매주 일요일),라스트오더
하이라이트 키친,1033795503,10:00,10:00,10:00,10:00,10:00,정기휴무 (매주 토요일),11:00,오픈
하이라이트 키친,1033795503,21:00,21:00,21:00,21:00,21:00,정기휴무 (매주 토요일),18:00,마감
프로티너 선릉점,1405891982,08:30,08:30,08:30,08:30,08:30,11:30,11:30,오픈
프로티너 선릉점,1405891982,20:30,20:30,20:30,20:30,20:30,19:00,19:00,마감
프로티너 선릉점,1405891982,,,,,,15:30,15:30,브레이크타임시작1
프로티너 선릉점,1405891982,,,,,,16:00,16:00,브레이크타임종료1
랩보이,1572291408,11:00,11:00,11:00,11:00,11:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),오픈
랩보이,1572291408,19:30,19:30,19:30,19:30,19:30,정기휴무 (매주 토요일),정기휴무 (매주 일요일),마감
랩보이,1572291408,14:30,14:30,14:30,14:30,14:30,정기휴무 (매주 토요일),정기휴무 (매주 일요일),브레이크타임시작1
랩보이,1572291408,17:00,17:00,17:00,17:00,17:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),브레이크타임종료1
랩보이,1572291408,19:15,19:15,19:15,19:15,19:15,정기휴무 (매주 토요일),정기휴무 (매주 일요일),라스트오더
오샐러드 선릉점,1572227855,09:00,09:00,09:00,09:00,09:00,11:00,정기휴무 (매주 일요일),오픈
오샐러드 선릉점,1572227855,19:45,19:45,19:45,19:45,18:45,19:30,정기휴무 (매주 일요일),마감
Poke all day 포케&샐러드 양재점,1941253545,10:00,10:00,10:00,10:00,10:00,10:00,10:00,오픈
Poke all day 포케&샐러드 양재점,1941253545,21:00,21:00,21:00,21:00,21:00,21:00,21:00,마감
Poke all day 포케&샐러드 양재점,1941253545,14:30,14:30,14:30,14:30,14:30,14:30,14:30,브레이크타임시작1
Poke all day 포케&샐러드 양재점,1941253545,16:30,16:30,16:30,16:30,16:30,16:30,16:30,브레이크타임종료1
Poke all day 포케&샐러드 양재점,1941253545,14:00,14:00,14:00,14:00,14:00,14:00,14:00,라스트오더
Poke all day 포케&샐러드 양재점,1941253545,20:30,20:30,20:30,20:30,20:30,20:30,20:30,라스트오더2
프레시크레딧 선릉점,1507316423,06:00,06:00,06:00,06:00,06:00,10:00,10:00,오픈
프레시크레딧 선릉점,1507316423,24:00,24:00,24:00,24:00,24:00,19:00,19:00,마감
프레시크레딧 바이젝월드휘트니스점,1346593537,06:00,06:00,06:00,06:00,06:00,10:00,10:00,오픈
프레시크레딧 바이젝월드휘트니스점,1346593537,02:00,02:00,02:00,02:00,02:00,20:00,20:00,마감
샐리오 포케&샐러드,1550829606,10:00,10:00,10:00,10:00,10:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),오픈
샐리오 포케&샐러드,1550829606,20:30,20:30,20:30,20:30,20:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),마감
샐리오 포케&샐러드,1550829606,15:00,15:00,15:00,15:00,15:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),브레이크타임시작1
샐리오 포케&샐러드,1550829606,16:30,16:30,16:30,16:30,16:30,정기휴무 (매주 토요일),정기휴무 (매주 일요일),브레이크타임종료1
프레시크레딧 선릉본점,1504399567,00:00,00:00,00:00,00:00,00:00,00:00,00:00,오픈
프레시크레딧 선릉본점,1504399567,24:00,24:00,24:00,24:00,24:00,24:00,24:00,마감
헬키푸키 논현점,1749690148,09:30,09:30,09:30,09:30,09:30,09:00,09:00,오픈
헬키푸키 논현점,1749690148,01:00,01:00,01:00,01:00,20:00,20:00,20:00,마감
헬키푸키 논현점,1749690148,00:55,00:55,00:55,00:55,19:55,19:55,19:55,라스트오더
Poke all day 포케&샐러드 역삼점,1024200937,10:00,10:00,10:00,10:00,10:00,10:00,정기휴무 (매주 일요일),오픈
Poke all day 포케&샐러드 역삼점,1024200937,20:00,20:00,20:00,20:00,20:00,15:00,정기휴무 (매주 일요일),마감
Poke all day 포케&샐러드 역삼점,1024200937,19:30,19:30,19:30,19:30,19:30,14:30,정기휴무 (매주 일요일),라스트오더
배러샐러드,1489584736,10:00,10:00,10:00,10:00,10:00,10:00,,오픈
배러샐러드,1489584736,21:00,21:00,21:00,21:00,21:00,21:00,,마감
프레시크레딧 에이블짐 신논현역점,1844657647,06:00,06:00,06:00,06:00,06:00,09:00,09:00,오픈
프레시크레딧 에이블짐 신논현역점,1844657647,24:00,24:00,24:00,24:00,24:00,21:00,21:00,마감
오샐러드 강남점,1263363339,09:00,09:00,09:00,09:00,09:00,10:00,10:00,오픈
오샐러드 강남점,1263363339,20:30,20:30,20:30,20:30,20:30,19:30,15:00,마감
프로티너 강남역점,1760878702,08:00,08:00,08:00,08:00,08:00,11:30,11:30,오픈
프로티너 강남역점,1760878702,20:30,20:30,20:30,20:30,20:30,19:00,19:00,마감
파머스포케 강남역점,1927672314,10:00,10:00,10:00,10:00,10:00,10:00,10:00,오픈
파머스포케 강남역점,1927672314,21:00,21:00,21:00,21:00,21:00,21:00,21:00,마감
파머스포케 강남역점,1927672314,20:30,20:30,20:30,20:30,20:30,20:30,20:30,라스트오더
올라포케 강남점,1509126320,10:30,10:30,10:30,10:30,10:30,정기휴무 (매주 토요일),정기휴무 (매주 일요일),오픈
올라포케 강남점,1509126320,20:30,20:30,20:30,20:30,20:30,정기휴무 (매주 토요일),정기휴무 (매주 일요일),마감
올라포케 강남점,1509126320,15:00,15:00,15:00,15:00,15:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),브레이크타임시작1
올라포케 강남점,1509126320,17:00,17:00,17:00,17:00,17:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),브레이크타임종료1
올라포케 강남점,1509126320,20:10,20:10,20:10,20:10,20:10,정기휴무 (매주 토요일),정기휴무 (매주 일요일),라스트오더
오트보트,1947162486,10:30,10:30,10:30,10:30,10:30,10:30,정기휴무 (매주 일요일),오픈
오트보트,1947162486,20:30,20:30,20:30,20:30,20:30,17:00,정기휴무 (매주 일요일),마감
오트보트,1947162486,14:30,14:30,14:30,14:30,14:30,,정기휴무 (매주 일요일),브레이크타임시작1
오트보트,1947162486,15:30,15:30,15:30,15:30,15:30,,정기휴무 (매주 일요일),브레이크타임종료1
보울박스 역삼역점,1289315174,10:00,10:00,10:00,10:00,10:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),오픈
보울박스 역삼역점,1289315174,20:00,20:00,20:00,20:00,20:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),마감
프레퍼스 다이어트 푸드 강남직영점,1528251353,08:00,00:00,00:00,00:00,00:00,07:00,07:00,오픈
프레퍼스 다이어트 푸드 강남직영점,1528251353,24:00,24:00,24:00,24:00,24:00,21:30,21:30,마감
프레퍼스 다이어트 푸드 강남직영점,1528251353,,03:00,03:00,03:00,03:00,,,브레이크타임시작1
프레퍼스 다이어트 푸드 강남직영점,1528251353,,04:00,04:00,04:00,04:00,,,브레이크타임종료1
슬로우캘리 강남역삼성타운점,1322890119,11:00,11:00,11:00,11:00,11:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),오픈
슬로우캘리 강남역삼성타운점,1322890119,21:00,21:00,21:00,21:00,21:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),마감
슬로우캘리 강남역삼성타운점,1322890119,20:00,20:00,20:00,20:00,20:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),라스트오더
슬로우앤로 역삼1호점,1697182372,10:30,10:30,10:30,10:30,10:30,정기휴무 (매주 토요일),정기휴무 (매주 일요일),오픈
슬로우앤로 역삼1호점,1697182372,19:30,19:30,19:30,19:30,19:30,정기휴무 (매주 토요일),정기휴무 (매주 일요일),마감
슬로우앤로 역삼1호점,1697182372,19:00,19:00,19:00,19:00,19:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),라스트오더
슬로우캘리 역삼점,1536480943,10:00,10:00,10:00,10:00,10:00,10:00,10:00,오픈
슬로우캘리 역삼점,1536480943,21:00,21:00,21:00,21:00,21:00,15:00,15:00,마감
슬로우캘리 역삼점,1536480943,15:00,15:00,15:00,15:00,15:00,,,브레이크타임시작1
슬로우캘리 역삼점,1536480943,16:30,16:30,16:30,16:30,16:30,,,브레이크타임종료1
슬로우캘리 역삼점,1536480943,20:30,20:30,20:30,20:30,20:30,14:30,14:30,라스트오더
가치있는샐러드,1162990672,09:00,09:00,09:00,09:00,09:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),오픈
가치있는샐러드,1162990672,16:00,16:00,16:00,16:00,16:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),마감
프레시크레딧 대치점,1377083347,00:00,00:00,00:00,00:00,00:00,00:00,00:00,오픈
프레시크레딧 대치점,1377083347,24:00,24:00,24:00,24:00,24:00,24:00,24:00,마감
샐러디 강남구청역점,1973292535,08:00,08:00,08:00,08:00,08:00,08:00,08:00,오픈
샐러디 강남구청역점,1973292535,21:00,21:00,21:00,21:00,21:00,21:00,21:00,마감
샐러디 강남구청역점,1973292535,20:30,20:30,20:30,20:30,20:30,20:30,20:30,라스트오더
오마이보울,1543931267,10:00,10:00,10:00,10:00,10:00,10:40,정기휴무 (매주 일요일),오픈
오마이보울,1543931267,20:00,20:00,20:00,20:00,20:00,19:50,정기휴무 (매주 일요일),마감
주시브로스 GFC점,51825151,10:00,10:00,10:00,10:00,10:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),오픈
주시브로스 GFC점,51825151,20:00,20:00,20:00,20:00,20:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),마감
주시브로스 GFC점,51825151,19:30,19:30,19:30,19:30,19:30,정기휴무 (매주 토요일),정기휴무 (매주 일요일),라스트오더
끼니위드팜 강남논현점,1452970708,11:00,11:00,11:00,11:00,11:00,11:00,정기휴무 (매주 일요일),오픈
끼니위드팜 강남논현점,1452970708,21:00,21:00,21:00,21:00,21:00,20:00,정기휴무 (매주 일요일),마감
끼니위드팜 강남논현점,1452970708,20:30,20:30,20:30,20:30,20:30,19:30,정기휴무 (매주 일요일),라스트오더
파지티브호텔 키친 선릉,1992965239,08:00,08:00,08:00,08:00,08:00,10:00,정기휴무 (매주 일요일),오픈
파지티브호텔 키친 선릉,1992965239,21:00,21:00,21:00,21:00,21:00,19:00,정기휴무 (매주 일요일),마감
파지티브호텔 키친 선릉,1992965239,20:00,20:00,20:00,20:00,20:00,18:00,정기휴무 (매주 일요일),라스트오더
샐러디 선릉점,12067719,08:00,08:00,08:00,08:00,08:00,11:00,11:00,오픈
샐러디 선릉점,12067719,21:00,21:00,21:00,21:00,21:00,19:00,19:00,마감
샐러디 선릉점,12067719,20:30,20:30,20:30,20:30,20:30,18:30,18:30,라스트오더
프레시크레딧 삼성역점,1399557706,00:00,00:00,00:00,00:00,00:00,00:00,00:00,오픈
프레시크레딧 삼성역점,1399557706,24:00,24:00,24:00,24:00,24:00,24:00,24:00,마감
피그인더가든 코엑스점,1714908466,10:00,10:00,10:00,10:00,10:00,10:00,10:00,오픈
피그인더가든 코엑스점,1714908466,21:00,21:00,21:00,21:00,21:00,21:00,21:00,마감
피그인더가든 코엑스점,1714908466,20:30,20:30,20:30,20:30,20:30,20:30,20:30,라스트오더
밀샵,72910533,09:00,09:00,09:00,09:00,09:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),오픈
밀샵,72910533,14:40,14:40,14:40,14:40,14:40,정기휴무 (매주 토요일),정기휴무 (매주 일요일),마감
밸런스포케 역삼점,1828095893,00:00,00:00,00:00,00:00,00:00,00:00,00:00,오픈
밸런스포케 역삼점,1828095893,24:00,24:00,24:00,24:00,24:00,24:00,24:00,마감
초록밭,1629970353,07:00,07:00,07:00,07:00,07:00,07:00,07:00,오픈
초록밭,1629970353,21:00,21:00,21:00,21:00,21:00,21:00,21:00,마감
샐러디 교대역점,1330181209,08:30,08:30,08:30,08:30,08:30,09:30,09:30,오픈
샐러디 교대역점,1330181209,20:30,20:30,20:30,20:30,20:30,19:30,19:30,마감
샐러디 교대역점,1330181209,20:10,20:10,20:10,20:10,20:10,19:10,19:10,라스트오더
샐러드어클락플러스 서초점,1918174529,10:00,10:00,10:00,10:00,10:00,10:00,정기휴무 (매주 일요일),오픈
샐러드어클락플러스 서초점,1918174529,20:00,20:00,20:00,20:00,20:00,15:00,정기휴무 (매주 일요일),마감
샐러드어클락플러스 서초점,1918174529,19:40,19:40,19:40,19:40,19:40,14:40,정기휴무 (매주 일요일),라스트오더
온히어 온샐러드앤포케,1645386419,10:00,10:00,10:00,10:00,10:00,10:00,정기휴무 (매주 일요일),오픈
온히어 온샐러드앤포케,1645386419,22:00,22:00,22:00,22:00,22:00,22:00,정기휴무 (매주 일요일),마감
샐러드앤가든 서초교대점,1900657404,09:30,09:30,09:30,09:30,09:30,09:30,정기휴무 (매주 일요일),오픈
샐러드앤가든 서초교대점,1900657404,20:00,20:00,20:00,20:00,20:00,20:00,정기휴무 (매주 일요일),마감
그릴샐러버,1477410609,10:30,10:30,10:30,10:30,10:30,10:30,정기휴무 (매주 일요일),오픈
그릴샐러버,1477410609,19:30,19:30,19:30,19:30,19:30,16:00,정기휴무 (매주 일요일),마감
N샐러드,1527073916,10:00,10:00,10:00,10:00,10:00,10:00,10:00,오픈
N샐러드,1527073916,19:00,19:00,19:00,19:00,19:00,19:00,19:00,마감
헬키푸키 서초교대점,1897195156,10:00,10:00,10:00,10:00,10:00,10:00,10:00,오픈
헬키푸키 서초교대점,1897195156,21:30,21:30,21:30,21:30,21:30,21:30,21:30,마감
리브팜 교대,1679311731,09:00,09:00,09:00,09:00,09:00,11:00,11:00,오픈
리브팜 교대,1679311731,22:00,22:00,22:00,22:00,22:00,22:00,22:00,마감
리브팜 교대,1679311731,21:30,21:30,21:30,21:30,21:30,21:30,21:30,라스트오더
그라츠 샐러드&샌드위치,1014863539,08:00,08:00,08:00,08:00,08:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),오픈
그라츠 샐러드&샌드위치,1014863539,20:30,20:30,20:30,20:30,20:30,정기휴무 (매주 토요일),정기휴무 (매주 일요일),마감
딜리셧 부티끄,1490285105,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
딜리셧 부티끄,1490285105,20:30,20:30,20:30,20:30,20:30,20:30,20:30,마감
딜리셧 부티끄,1490285105,14:30,14:30,14:30,14:30,14:30,14:30,14:30,브레이크타임시작1
딜리셧 부티끄,1490285105,16:30,16:30,16:30,16:30,16:30,16:30,16:30,브레이크타임종료1
샐러디 선릉중앙점,1740151664,08:00,08:00,08:00,08:00,08:00,09:00,09:00,오픈
샐러디 선릉중앙점,1740151664,21:00,21:00,21:00,21:00,21:00,20:00,19:00,마감
키친엑스 삼성점,1438763384,10:40,10:40,10:40,10:40,10:40,10:40,10:40,오픈
키친엑스 삼성점,1438763384,20:00,20:00,20:00,20:00,20:00,20:00,20:00,마감
훅트포케 선릉점,1887038600,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
훅트포케 선릉점,1887038600,20:30,20:30,20:30,20:30,20:30,20:30,20:30,마감
훅트포케 선릉점,1887038600,14:30,14:30,14:30,14:30,14:30,14:30,14:30,브레이크타임시작1
훅트포케 선릉점,1887038600,17:00,17:00,17:00,17:00,17:00,16:30,16:30,브레이크타임종료1
훅트포케 선릉점,1887038600,20:00,20:00,20:00,20:00,20:00,20:00,20:00,라스트오더
Poke all day 포케&샐러드 대치점,1396794476,10:00,10:00,10:00,10:00,10:00,10:00,정기휴무 (매주 일요일),오픈
Poke all day 포케&샐러드 대치점,1396794476,20:30,20:30,20:30,20:30,20:30,20:30,정기휴무 (매주 일요일),마감
27샐러드,1767056338,10:00,10:00,10:00,10:00,10:00,10:00,10:00,오픈
27샐러드,1767056338,20:00,20:00,20:00,20:00,20:00,20:00,20:00,마감
27샐러드,1767056338,,,,,,14:00,14:00,브레이크타임시작1
27샐러드,1767056338,,,,,,16:00,16:00,브레이크타임종료1
웰빈,1819739943,10:30,10:30,10:30,10:30,10:30,11:00,정기휴무 (매주 일요일),오픈
웰빈,1819739943,21:00,21:00,21:00,21:00,21:00,20:00,정기휴무 (매주 일요일),마감
웰빈,1819739943,15:00,15:00,15:00,15:00,15:00,15:00,정기휴무 (매주 일요일),브레이크타임시작1
웰빈,1819739943,16:30,16:30,16:30,16:30,16:30,16:30,정기휴무 (매주 일요일),브레이크타임종료1
올라포케 삼성점,1624425679,10:30,10:30,10:30,10:30,10:30,정기휴무 (매주 토요일),정기휴무 (매주 일요일),오픈
올라포케 삼성점,1624425679,20:30,20:30,20:30,20:30,20:30,정기휴무 (매주 토요일),정기휴무 (매주 일요일),마감
올라포케 삼성점,1624425679,15:00,15:00,15:00,15:00,15:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),브레이크타임시작1
올라포케 삼성점,1624425679,17:00,17:00,17:00,17:00,17:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),브레이크타임종료1
올라포케 삼성점,1624425679,20:20,20:20,20:20,20:20,20:20,정기휴무 (매주 토요일),정기휴무 (매주 일요일),라스트오더
샐러딧 역삼1동점,1568690986,08:00,08:00,08:00,08:00,08:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),오픈
샐러딧 역삼1동점,1568690986,15:00,15:00,15:00,15:00,15:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),마감
그리니어스,1165467903,07:30,07:30,07:30,07:30,07:30,정기휴무 (매주 토요일),10:00,오픈
그리니어스,1165467903,19:30,19:30,19:30,19:30,19:30,정기휴무 (매주 토요일),14:00,마감
샐러드박스 삼성역점,1612657646,07:00,07:00,07:00,07:00,07:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),오픈
