name,store_id,월,화,수,목,금,토,일,영업구분
청년감자탕 강남역점,1680724540,23:00,23:00,23:00,23:00,23:00,23:00,22:00,마감
청년감자탕 강남역점,1680724540,22:10,22:10,22:10,22:10,22:10,22:10,21:10,라스트오더
신동궁감자탕 역삼직영점,11832088,00:00,00:00,00:00,00:00,00:00,00:00,00:00,오픈
신동궁감자탕 역삼직영점,11832088,24:00,24:00,24:00,24:00,24:00,21:00,24:00,마감
신사골감자탕 교대점,1227562809,09:00,00:00,00:00,00:00,00:00,00:00,00:00,오픈
신사골감자탕 교대점,1227562809,24:00,24:00,24:00,24:00,24:00,24:00,22:00,마감
원조감자탕 일미집 역삼점,1450154270,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
원조감자탕 일미집 역삼점,1450154270,21:30,21:30,21:30,21:30,21:30,21:30,21:30,마감
원조감자탕 일미집 역삼점,1450154270,15:00,15:00,15:00,15:00,15:00,15:00,15:00,브레이크타임시작1
원조감자탕 일미집 역삼점,1450154270,16:30,16:30,16:30,16:30,16:30,16:30,16:30,브레이크타임종료1
신동궁 감자탕 뼈숯불구이 선릉직영점,18468954,00:00,00:00,00:00,00:00,00:00,00:00,00:00,오픈
신동궁 감자탕 뼈숯불구이 선릉직영점,18468954,24:00,24:00,24:00,24:00,24:00,24:00,24:00,마감
남다른감자탕 삼성역점,1214735312,11:00,11:00,11:00,11:00,11:00,10:00,10:00,오픈
남다른감자탕 삼성역점,1214735312,22:00,22:00,22:00,22:00,22:00,21:00,21:00,마감
남다른감자탕 삼성역점,1214735312,15:00,15:00,15:00,15:00,15:00,10:10,10:10,브레이크타임시작1
남다른감자탕 삼성역점,1214735312,17:00,17:00,17:00,17:00,17:00,11:00,11:00,브레이크타임종료1
남다른감자탕 삼성역점,1214735312,21:30,21:30,21:30,21:30,21:30,20:30,20:30,라스트오더
삼식이감자탕뼈해장국 교대점,1665277743,09:30,09:30,09:30,09:30,09:30,정기휴무 (매주 토요일),09:30,오픈
삼식이감자탕뼈해장국 교대점,1665277743,21:30,21:30,21:30,21:30,21:30,정기휴무 (매주 토요일),21:30,마감
삼식이감자탕뼈해장국 교대점,1665277743,15:00,15:00,15:00,15:00,15:00,정기휴무 (매주 토요일),15:00,브레이크타임시작1
삼식이감자탕뼈해장국 교대점,1665277743,16:00,16:00,16:00,16:00,16:00,정기휴무 (매주 토요일),16:00,브레이크타임종료1
삼식이감자탕뼈해장국 교대점,1665277743,21:00,21:00,21:00,21:00,21:00,정기휴무 (매주 토요일),21:00,라스트오더
신사골감자탕 삼성점,1717038170,09:00,00:00,00:00,00:00,00:00,00:00,00:00,오픈
신사골감자탕 삼성점,1717038170,24:00,24:00,24:00,24:00,24:00,24:00,22:00,마감
원조해장촌 뼈구이한판 감자탕 선릉역점,1476392342,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
원조해장촌 뼈구이한판 감자탕 선릉역점,1476392342,23:00,23:00,23:00,23:00,23:00,22:00,22:00,마감
원조해장촌 뼈구이한판 감자탕 선릉역점,1476392342,22:00,22:00,22:00,22:00,22:00,21:00,21:00,라스트오더
무화잠,18783735,11:30,11:30,11:30,11:30,11:30,11:30,11:30,오픈
무화잠,18783735,22:00,22:00,22:00,22:00,22:00,22:00,22:00,마감
무화잠,18783735,15:00,15:00,15:00,15:00,15:00,15:00,15:00,브레이크타임시작1
무화잠,18783735,17:00,17:00,17:00,17:00,17:00,17:00,17:00,브레이크타임종료1
무화잠,18783735,20:00,20:00,20:00,20:00,20:00,20:00,20:00,라스트오더
프로간장게장 삼성점,20819762,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
프로간장게장 삼성점,20819762,22:00,22:00,22:00,22:00,22:00,22:00,22:00,마감
크래버대게나라 강남점,33408380,11:30,11:30,11:30,11:30,11:30,11:30,11:30,오픈
크래버대게나라 강남점,33408380,23:00,23:00,23:00,23:00,23:00,23:00,23:00,마감
크래버대게나라 강남점,33408380,21:00,21:00,21:00,21:00,21:00,21:00,21:00,라스트오더
서백자 간장게장,1886523290,10:30,10:30,10:30,10:30,10:30,10:30,10:30,오픈
서백자 간장게장,1886523290,22:00,22:00,22:00,22:00,22:00,21:30,21:30,마감
꽃지 삼성점,11833930,11:30,11:30,11:30,11:30,11:30,11:30,정기휴무 (매주 일요일),오픈
꽃지 삼성점,11833930,21:30,21:30,21:30,21:30,21:30,21:30,정기휴무 (매주 일요일),마감
꽃지 삼성점,11833930,15:00,15:00,15:00,15:00,15:00,15:00,정기휴무 (매주 일요일),브레이크타임시작1
꽃지 삼성점,11833930,17:00,17:00,17:00,17:00,17:00,17:00,정기휴무 (매주 일요일),브레이크타임종료1
세병관,1186380161,11:00,11:00,11:00,11:00,11:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),오픈
세병관,1186380161,21:30,21:30,21:30,21:30,21:30,정기휴무 (매주 토요일),정기휴무 (매주 일요일),마감
세병관,1186380161,15:00,15:00,15:00,15:00,15:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),브레이크타임시작1
세병관,1186380161,17:00,17:00,17:00,17:00,17:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),브레이크타임종료1
세병관,1186380161,20:30,20:30,20:30,20:30,20:30,정기휴무 (매주 토요일),정기휴무 (매주 일요일),라스트오더
하동관 코엑스몰직영점,36112273,10:30,10:30,10:30,10:30,10:30,10:30,10:30,오픈
하동관 코엑스몰직영점,36112273,19:00,19:00,19:00,19:00,19:00,19:00,19:00,마감
하동관 코엑스몰직영점,36112273,15:00,15:00,15:00,15:00,15:00,15:00,15:00,브레이크타임시작1
하동관 코엑스몰직영점,36112273,16:30,16:30,16:30,16:30,16:30,16:30,16:30,브레이크타임종료1
푸주옥,19867427,06:00,06:00,06:00,06:00,06:00,06:00,06:00,오픈
푸주옥,19867427,23:00,23:00,23:00,23:00,23:00,23:00,23:00,마감
풍성옥 강남본점,1193860838,11:30,11:30,11:30,11:30,11:30,11:30,정기휴무 (매주 일요일),오픈
풍성옥 강남본점,1193860838,22:00,22:00,22:00,22:00,22:00,22:00,정기휴무 (매주 일요일),마감
풍성옥 강남본점,1193860838,15:30,15:30,15:30,15:30,15:30,15:30,정기휴무 (매주 일요일),브레이크타임시작1
풍성옥 강남본점,1193860838,17:00,17:00,17:00,17:00,17:00,17:00,정기휴무 (매주 일요일),브레이크타임종료1
풍성옥 강남본점,1193860838,21:30,21:30,21:30,21:30,21:30,21:30,정기휴무 (매주 일요일),라스트오더
신촌설렁탕 교대역점,20815530,00:00,00:00,00:00,00:00,00:00,00:00,00:00,오픈
신촌설렁탕 교대역점,20815530,24:00,24:00,24:00,24:00,24:00,24:00,24:00,마감
이남장 서초점,12812804,00:00,00:00,00:00,00:00,00:00,00:00,00:00,오픈
이남장 서초점,12812804,24:00,24:00,24:00,24:00,24:00,24:00,21:00,마감
1974비래옥 선릉점,1614979428,09:00,09:00,09:00,09:00,09:00,09:00,09:00,오픈
1974비래옥 선릉점,1614979428,09:00,09:00,09:00,09:00,09:00,23:00,23:00,마감
이여곰탕 강남삼성직영점,1045684397,00:00,00:00,00:00,00:00,00:00,00:00,00:00,오픈
이여곰탕 강남삼성직영점,1045684397,24:00,24:00,24:00,24:00,24:00,24:00,24:00,마감
이남장 삼성점,33877438,10:00,10:00,10:00,10:00,10:00,10:00,10:00,오픈
이남장 삼성점,33877438,22:00,22:00,22:00,22:00,22:00,21:00,21:00,마감
이도곰탕 본점,20454572,10:00,10:00,10:00,10:00,10:00,10:00,10:00,오픈
이도곰탕 본점,20454572,22:00,22:00,22:00,22:00,22:00,21:00,21:00,마감
이여곰탕 본점,37686772,10:00,10:00,10:00,10:00,10:00,10:00,10:00,오픈
이여곰탕 본점,37686772,22:00,22:00,22:00,22:00,22:00,20:00,20:00,마감
이여곰탕 역삼점,1750508359,09:00,09:00,09:00,09:00,09:00,10:00,10:00,오픈
이여곰탕 역삼점,1750508359,22:00,22:00,22:00,22:00,22:00,21:00,21:00,마감
세광양대창 교대본점,1010064415,12:00,12:00,12:00,12:00,12:00,12:00,12:00,오픈
세광양대창 교대본점,1010064415,01:00,01:00,01:00,01:00,01:00,01:00,01:00,마감
개그맨 정용국의 용곱창 강남본점,1228567637,정기휴무 (매주 월요일),17:00,17:00,17:00,17:00,17:00,17:00,오픈
개그맨 정용국의 용곱창 강남본점,1228567637,정기휴무 (매주 월요일),02:00,02:00,02:00,02:00,02:00,02:00,마감
개그맨 정용국의 용곱창 강남본점,1228567637,정기휴무 (매주 월요일),01:00,01:00,01:00,01:00,01:00,01:00,라스트오더
오발탄 역삼점,12047303,11:30,11:30,11:30,11:30,11:30,11:30,11:30,오픈
오발탄 역삼점,12047303,22:00,22:00,22:00,22:00,22:00,22:00,22:00,마감
60년전통신촌황소곱창 선릉직영점,35337611,15:00,15:00,15:00,15:00,15:00,15:00,15:00,오픈
60년전통신촌황소곱창 선릉직영점,35337611,01:00,01:00,01:00,01:00,01:00,01:00,01:00,마감
곱창고 강남역점,37108078,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
곱창고 강남역점,37108078,01:00,01:00,01:00,01:00,01:00,01:00,01:00,마감
진구곱창,1030684001,11:00,11:00,11:00,11:00,11:00,11:00,12:30,오픈
진구곱창,1030684001,02:00,02:00,02:00,02:00,03:00,03:00,02:00,마감
강남 곱,985516513,16:00,16:00,16:00,16:00,16:00,16:00,14:00,오픈
강남 곱,985516513,24:00,24:00,24:00,24:00,24:00,24:00,23:00,마감
강남 곱,985516513,23:10,23:10,23:10,23:10,23:10,23:10,22:10,라스트오더
세광양대창 강남역중앙점,1737483835,14:00,14:00,14:00,14:00,14:00,14:00,14:00,오픈
세광양대창 강남역중앙점,1737483835,23:00,23:00,23:00,23:00,23:00,23:00,23:00,마감
세광양대창 강남역중앙점,1737483835,22:30,22:30,22:30,22:30,22:30,22:30,22:30,라스트오더
더막창스,37085684,12:00,12:00,12:00,12:00,12:00,12:00,12:00,오픈
더막창스,37085684,03:00,03:00,03:00,03:00,04:00,04:00,03:00,마감
연타발 선릉점,35927543,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
연타발 선릉점,35927543,22:00,22:00,22:00,22:00,22:00,22:00,22:00,마감
60년전통신촌황소곱창 강남역직영점,1017596309,12:00,12:00,12:00,12:00,12:00,12:00,12:00,오픈
60년전통신촌황소곱창 강남역직영점,1017596309,23:30,23:30,23:30,23:30,23:30,23:30,23:00,마감
별양집,19872940,11:30,11:30,11:30,11:30,11:30,11:30,11:30,오픈
별양집,19872940,05:00,05:00,05:00,05:00,05:00,05:00,05:00,마감
별양집,19872940,04:30,04:30,04:30,04:30,04:30,04:30,04:30,라스트오더
송가옥,358482498,17:00,17:00,17:00,17:00,17:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),오픈
송가옥,358482498,22:00,22:00,22:00,22:00,22:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),마감
가우초곱창,1678162843,17:00,17:00,17:00,17:00,17:00,17:00,17:00,오픈
가우초곱창,1678162843,22:00,22:00,22:00,22:00,22:00,22:00,22:00,마감
가우초곱창,1678162843,21:00,21:00,21:00,21:00,21:00,21:00,21:00,라스트오더
대도파곱창 낙곱새,1603770691,11:30,11:30,11:30,11:30,11:30,11:30,정기휴무 (매주 일요일),오픈
대도파곱창 낙곱새,1603770691,22:00,22:00,22:00,22:00,22:00,22:00,정기휴무 (매주 일요일),마감
대도파곱창 낙곱새,1603770691,15:00,15:00,15:00,15:00,15:00,15:00,정기휴무 (매주 일요일),브레이크타임시작1
대도파곱창 낙곱새,1603770691,17:00,17:00,17:00,17:00,17:00,17:00,정기휴무 (매주 일요일),브레이크타임종료1
대도파곱창 낙곱새,1603770691,21:00,21:00,21:00,21:00,21:00,21:00,정기휴무 (매주 일요일),라스트오더
곰바위,11542958,11:30,11:30,11:30,11:30,11:30,11:30,정기휴무 (매주 일요일),오픈
곰바위,11542958,21:40,21:40,21:40,21:40,21:40,21:20,정기휴무 (매주 일요일),마감
곰바위,11542958,14:30,14:30,14:30,14:30,14:30,,정기휴무 (매주 일요일),브레이크타임시작1
곰바위,11542958,16:50,16:50,16:50,16:50,16:50,,정기휴무 (매주 일요일),브레이크타임종료1
곰바위,11542958,21:10,21:10,21:10,21:10,21:10,20:50,정기휴무 (매주 일요일),라스트오더
곰바위 본점,11540780,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
곰바위 본점,11540780,22:00,22:00,22:00,22:00,22:00,22:00,22:00,마감
곰바위 본점,11540780,21:30,21:30,21:30,21:30,21:30,21:30,21:30,라스트오더
소곱삼 강남 삼성역점,1882318470,15:00,15:00,15:00,15:00,15:00,15:00,15:00,오픈
소곱삼 강남 삼성역점,1882318470,24:00,24:00,24:00,24:00,24:00,23:00,23:00,마감
소곱삼 강남 삼성역점,1882318470,23:00,23:00,23:00,23:00,23:00,22:00,22:00,라스트오더
만득이곱창,584533223,정기휴무 (매주 월요일),17:00,17:00,17:00,17:00,17:00,17:00,오픈
만득이곱창,584533223,정기휴무 (매주 월요일),02:00,02:00,02:00,02:00,02:00,02:00,마감
만득이곱창,584533223,정기휴무 (매주 월요일),00:00,00:00,00:00,00:00,00:00,00:00,라스트오더
세광양대창 삼성점,1072497442,11:00,11:00,11:00,11:00,11:00,13:00,13:00,오픈
세광양대창 삼성점,1072497442,22:30,22:30,22:30,22:30,22:30,22:00,22:00,마감
세광양대창 삼성점,1072497442,21:30,21:30,21:30,21:30,21:30,21:00,21:00,라스트오더
청계숲양대창,1880659013,11:00,11:00,11:00,11:00,11:00,11:30,11:30,오픈
청계숲양대창,1880659013,22:20,22:20,22:20,22:20,22:20,22:00,22:00,마감
청계숲양대창,1880659013,15:30,15:30,15:30,15:30,15:30,15:30,15:30,브레이크타임시작1
청계숲양대창,1880659013,16:30,16:30,16:30,16:30,16:30,16:30,16:30,브레이크타임종료1
청계숲양대창,1880659013,21:20,21:20,21:20,21:20,21:20,21:00,21:00,라스트오더
교대곱창,32739068,12:00,12:00,12:00,12:00,12:00,12:00,12:00,오픈
교대곱창,32739068,23:00,23:00,23:00,23:00,23:00,23:00,23:00,마감
육곱식당,1485917067,07:00,07:00,07:00,07:00,07:00,10:00,10:00,오픈
육곱식당,1485917067,06:50,06:50,06:50,06:50,06:50,22:00,22:00,마감
부산양곱창,37718307,17:00,17:00,17:00,17:00,17:00,17:00,정기휴무 (매주 일요일),오픈
부산양곱창,37718307,05:00,05:00,05:00,05:00,05:00,05:00,정기휴무 (매주 일요일),마감
아리양,20694410,11:00,11:00,11:00,11:00,11:00,11:30,정기휴무 (매주 일요일),오픈
아리양,20694410,22:00,22:00,22:00,22:00,22:00,21:30,정기휴무 (매주 일요일),마감
아리양,20694410,14:30,14:30,14:30,14:30,14:30,15:00,정기휴무 (매주 일요일),브레이크타임시작1
아리양,20694410,17:00,17:00,17:00,17:00,17:00,17:00,정기휴무 (매주 일요일),브레이크타임종료1
아리양,20694410,21:00,21:00,21:00,21:00,21:00,20:30,정기휴무 (매주 일요일),라스트오더
꿀때기곱창 선릉본점,1298360185,16:00,16:00,16:00,16:00,16:00,16:00,16:00,오픈
꿀때기곱창 선릉본점,1298360185,01:00,01:00,01:00,01:00,01:00,01:00,01:00,마감
교대국밥포차,1799590642,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
교대국밥포차,1799590642,23:00,23:00,23:00,23:00,23:00,23:00,23:00,마감
현대옥 코엑스점,33481180,07:00,07:00,07:00,07:00,07:00,07:00,07:00,오픈
현대옥 코엑스점,33481180,21:00,21:00,21:00,21:00,21:00,20:00,20:00,마감
현대옥 코엑스점,33481180,15:00,15:00,15:00,15:00,15:00,15:00,15:00,브레이크타임시작1
현대옥 코엑스점,33481180,17:00,17:00,17:00,17:00,17:00,17:00,17:00,브레이크타임종료1
담미온 삼성중앙역점,1980620771,00:00,00:00,00:00,00:00,00:00,00:00,00:00,오픈
담미온 삼성중앙역점,1980620771,24:00,24:00,24:00,24:00,24:00,24:00,24:00,마감
보승회관 강남역직영점,1730224429,00:00,00:00,00:00,00:00,00:00,00:00,00:00,오픈
보승회관 강남역직영점,1730224429,24:00,24:00,24:00,24:00,24:00,24:00,24:00,마감
보승회관 교대직영점,1242946937,08:00,00:00,00:00,00:00,00:00,00:00,00:00,오픈
보승회관 교대직영점,1242946937,24:00,24:00,24:00,24:00,24:00,24:00,23:00,마감
두성전주콩나물국밥 교대점,1316523420,00:00,00:00,00:00,00:00,00:00,00:00,00:00,오픈
두성전주콩나물국밥 교대점,1316523420,24:00,24:00,24:00,24:00,24:00,24:00,24:00,마감
우밀가 선릉점,898268200,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
우밀가 선릉점,898268200,22:00,22:00,22:00,22:00,22:00,22:00,22:00,마감
분틀,1619914936,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
분틀,1619914936,23:00,23:00,23:00,23:00,23:00,23:00,23:00,마감
우밀가 삼성점,355849071,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
우밀가 삼성점,355849071,22:00,22:00,22:00,22:00,22:00,22:00,22:00,마감
우밀가 역삼점,121962258,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
우밀가 역삼점,121962258,22:00,22:00,22:00,22:00,22:00,22:00,22:00,마감
소연 삼성점,13543908,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
소연 삼성점,13543908,21:30,21:30,21:30,21:30,21:30,21:00,21:00,마감
소연 삼성점,13543908,15:00,15:00,15:00,15:00,15:00,,,브레이크타임시작1
소연 삼성점,13543908,17:00,17:00,17:00,17:00,17:00,,,브레이크타임종료1
소호정 대치점,31259558,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
소호정 대치점,31259558,21:00,21:00,21:00,21:00,21:00,21:00,21:00,마감
소호정 대치점,31259558,20:30,20:30,20:30,20:30,20:30,20:30,20:30,라스트오더
소호정 강남점,31259560,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
소호정 강남점,31259560,21:30,21:30,21:30,21:30,21:30,21:00,21:00,마감
소호정 강남점,31259560,21:00,21:00,21:00,21:00,21:00,20:30,20:30,라스트오더
명동 곰돌이,19878202,11:30,11:30,11:30,11:30,11:30,11:30,11:30,오픈
명동 곰돌이,19878202,20:00,20:00,20:00,20:00,20:00,20:00,20:00,마감
명동 곰돌이,19878202,14:30,14:30,14:30,14:30,14:30,14:30,14:30,브레이크타임시작1
명동 곰돌이,19878202,17:00,17:00,17:00,17:00,17:00,17:00,17:00,브레이크타임종료1
153구포국수 선릉역점,1081618710,00:00,00:00,00:00,00:00,00:00,00:00,00:00,오픈
153구포국수 선릉역점,1081618710,24:00,24:00,24:00,24:00,24:00,24:00,24:00,마감
두레국수,18394397,11:00,11:00,11:00,11:00,11:00,11:00,정기휴무 (매주 일요일),오픈
두레국수,18394397,22:00,22:00,22:00,22:00,22:00,21:00,정기휴무 (매주 일요일),마감
미정국수0410 교대역점,30999819,07:00,07:00,07:00,07:00,07:00,07:40,07:40,오픈
미정국수0410 교대역점,30999819,22:30,22:30,22:30,22:30,22:30,21:30,21:30,마감
미정국수0410 교대역점,30999819,14:40,14:40,14:40,14:40,14:40,14:40,14:40,브레이크타임시작1
미정국수0410 교대역점,30999819,16:00,16:00,16:00,16:00,16:00,16:00,16:00,브레이크타임종료1
미정국수0410 교대역점,30999819,22:00,22:00,22:00,22:00,22:00,21:00,21:00,라스트오더
대림국수 교대점,1498177476,11:30,11:30,11:30,11:30,11:30,11:30,정기휴무 (매주 일요일),오픈
대림국수 교대점,1498177476,23:00,23:00,23:00,23:00,23:00,23:00,정기휴무 (매주 일요일),마감
대림국수 교대점,1498177476,15:00,15:00,15:00,15:00,15:00,15:00,정기휴무 (매주 일요일),브레이크타임시작1
대림국수 교대점,1498177476,17:00,17:00,17:00,17:00,17:00,17:00,정기휴무 (매주 일요일),브레이크타임종료1
대림국수 교대점,1498177476,22:20,22:20,22:20,22:20,22:20,22:20,정기휴무 (매주 일요일),라스트오더
행복담은 불돈가스 & 행복김밥 대치선릉점,37797384,00:00,00:00,00:00,00:00,00:00,00:00,08:10,오픈
행복담은 불돈가스 & 행복김밥 대치선릉점,37797384,24:00,24:00,24:00,24:00,24:00,19:15,24:00,마감
교대김밥,202914938,08:00,08:00,08:00,08:00,08:00,09:00,09:00,오픈
교대김밥,202914938,20:00,20:00,20:00,20:00,20:00,19:00,19:00,마감
교대김밥,202914938,19:30,19:30,19:30,19:30,19:30,18:30,18:30,라스트오더
오미마리,1341330670,09:30,09:30,09:30,09:30,09:30,정기휴무 (매주 토요일),정기휴무 (매주 일요일),오픈
오미마리,1341330670,19:30,19:30,19:30,19:30,19:30,정기휴무 (매주 토요일),정기휴무 (매주 일요일),마감
오미마리,1341330670,14:30,14:30,14:30,14:30,14:30,정기휴무 (매주 토요일),정기휴무 (매주 일요일),브레이크타임시작1
오미마리,1341330670,16:00,16:00,16:00,16:00,16:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),브레이크타임종료1
흑미원조2018 식물원김밥,1150339701,10:00,10:00,10:00,10:00,10:00,10:00,10:00,오픈
흑미원조2018 식물원김밥,1150339701,19:00,19:00,19:00,19:00,19:00,19:00,19:00,마감
흑미원조2018 식물원김밥,1150339701,15:00,15:00,15:00,15:00,15:00,15:00,15:00,브레이크타임시작1
흑미원조2018 식물원김밥,1150339701,16:00,16:00,16:00,16:00,16:00,16:00,16:00,브레이크타임종료1
흑미원조2018 식물원김밥,1150339701,18:30,18:30,18:30,18:30,18:30,18:30,18:30,라스트오더
장원김밥 서초점,18366144,08:00,08:00,08:00,08:00,08:00,08:00,08:00,오픈
장원김밥 서초점,18366144,21:00,21:00,21:00,21:00,21:00,21:00,21:00,마감
김밥왕,1543900083,00:00,00:00,00:00,00:00,00:00,00:00,00:00,오픈
김밥왕,1543900083,24:00,24:00,24:00,24:00,24:00,24:00,24:00,마감
꽃낙지 강남역삼직영점,1295281428,11:00,11:00,11:00,11:00,11:00,11:00,정기휴무 (매주 일요일),오픈
꽃낙지 강남역삼직영점,1295281428,22:00,22:00,22:00,22:00,22:00,22:00,정기휴무 (매주 일요일),마감
꽃낙지 강남역삼직영점,1295281428,15:00,15:00,15:00,15:00,15:00,,정기휴무 (매주 일요일),브레이크타임시작1
꽃낙지 강남역삼직영점,1295281428,17:00,17:00,17:00,17:00,17:00,,정기휴무 (매주 일요일),브레이크타임종료1
꽃낙지 강남역삼직영점,1295281428,21:20,21:20,21:20,21:20,21:20,21:20,정기휴무 (매주 일요일),라스트오더
용호동낙지 강남직영점,1874679673,10:30,10:30,10:30,10:30,10:30,10:30,10:30,오픈
용호동낙지 강남직영점,1874679673,22:00,22:00,22:00,22:00,22:00,21:30,21:30,마감
용호동낙지 강남직영점,1874679673,15:00,15:00,15:00,15:00,15:00,,,브레이크타임시작1
용호동낙지 강남직영점,1874679673,17:00,17:00,17:00,17:00,17:00,,,브레이크타임종료1
남도진미,1475149257,10:00,10:00,10:00,10:00,10:00,10:00,10:00,오픈
남도진미,1475149257,22:00,22:00,22:00,22:00,22:00,22:00,22:00,마감
서초면옥 서초본점,11525305,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
서초면옥 서초본점,11525305,21:20,21:20,21:20,21:20,21:20,21:20,21:20,마감
서초면옥 서초본점,11525305,20:50,20:50,20:50,20:50,20:50,20:50,20:50,라스트오더
서관면옥 교대본점,1438690191,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
서관면옥 교대본점,1438690191,21:00,21:00,21:00,21:00,21:00,21:00,21:00,마감
서관면옥 교대본점,1438690191,15:00,15:00,15:00,15:00,15:00,15:00,15:00,브레이크타임시작1
서관면옥 교대본점,1438690191,17:00,17:00,17:00,17:00,17:00,17:00,17:00,브레이크타임종료1
서관면옥 교대본점,1438690191,20:30,20:30,20:30,20:30,20:30,20:30,20:30,라스트오더
을밀대 강남점,13455431,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
을밀대 강남점,13455431,21:30,21:30,21:30,21:30,21:30,21:30,21:30,마감
을밀대 강남점,13455431,21:00,21:00,21:00,21:00,21:00,21:00,21:00,라스트오더
평가옥 삼성점,12943462,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
평가옥 삼성점,12943462,21:30,21:30,21:30,21:30,21:30,21:30,21:30,마감
우밀가 상록점,1511977717,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
우밀가 상록점,1511977717,22:00,22:00,22:00,22:00,22:00,22:00,22:00,마감
오장동면옥 서초점,37756005,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
오장동면옥 서초점,37756005,21:00,21:00,21:00,21:00,21:00,14:30,21:00,마감
오장동면옥 서초점,37756005,15:00,15:00,15:00,15:00,15:00,,15:00,브레이크타임시작1
오장동면옥 서초점,37756005,17:00,17:00,17:00,17:00,17:00,,17:00,브레이크타임종료1
오장동면옥 서초점,37756005,20:30,20:30,20:30,20:30,20:30,14:00,20:30,라스트오더
을밀대 역삼점,763758295,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
을밀대 역삼점,763758295,22:00,22:00,22:00,22:00,22:00,22:00,22:00,마감
을밀대 역삼점,763758295,21:30,21:30,21:30,21:30,21:30,21:30,21:30,라스트오더
진미평양냉면,37912785,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
진미평양냉면,37912785,21:30,21:30,21:30,21:30,21:30,21:30,21:30,마감
진미평양냉면,37912785,21:10,21:10,21:10,21:10,21:10,21:10,21:10,라스트오더
우밀가 교대점,1770586833,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
우밀가 교대점,1770586833,22:00,22:00,22:00,22:00,22:00,22:00,22:00,마감
경평면옥,1124965655,11:00,11:00,11:00,11:00,11:00,11:00,정기휴무 (매주 일요일),오픈
경평면옥,1124965655,21:30,21:30,21:30,21:30,21:30,21:30,정기휴무 (매주 일요일),마감
경평면옥,1124965655,21:00,21:00,21:00,21:00,21:00,21:00,정기휴무 (매주 일요일),라스트오더
장인닭갈비 강남점,37792495,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
장인닭갈비 강남점,37792495,24:00,24:00,24:00,24:00,24:00,24:00,24:00,마감
고수닭갈비,38562941,10:00,10:00,10:00,10:00,10:00,10:00,10:00,오픈
고수닭갈비,38562941,22:00,22:00,22:00,22:00,22:00,22:00,22:00,마감
닭갈비전,31110991,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
닭갈비전,31110991,22:00,22:00,22:00,22:00,22:00,22:00,22:00,마감
한가네숯불닭갈비 역삼점,37641627,10:30,10:30,10:30,10:30,10:30,10:30,10:30,오픈
한가네숯불닭갈비 역삼점,37641627,22:30,22:30,22:30,22:30,22:30,22:30,22:30,마감
한가네숯불닭갈비 역삼점,37641627,21:30,21:30,21:30,21:30,21:30,21:30,21:30,라스트오더
유가네닭갈비 강남역점,38677017,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
유가네닭갈비 강남역점,38677017,24:00,24:00,24:00,24:00,24:00,24:00,24:00,마감
본토닭갈비 강남점,1665839038,08:00,08:00,08:00,08:00,08:00,08:00,08:00,오픈
본토닭갈비 강남점,1665839038,02:00,02:00,02:00,02:00,02:00,02:00,02:00,마감
닭갈비두목 역삼점,1747839887,11:00,11:00,11:00,11:00,11:00,11:00,정기휴무 (매주 일요일),오픈
닭갈비두목 역삼점,1747839887,21:40,21:40,21:40,21:40,21:40,21:20,정기휴무 (매주 일요일),마감
닭갈비두목 역삼점,1747839887,15:00,15:00,15:00,15:00,15:00,,정기휴무 (매주 일요일),브레이크타임시작1
